,custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city
23506,5P2UWN,1,2013-12-31,2013-12-31 00:00:00,2013-12-31 00:00:00,12,33.33333333,8.333333333,35.02,0.0,1,0,0,Thursday,DEL
23507,LMMEKN,1,2013-12-31,2013-12-31 00:00:00,2014-01-15 00:00:00,13,100.0,30.76923077,31.94,0.133333333,1,0,0,Thursday,BOM
23508,WMMAZD,1,2013-12-31,2013-12-31 00:00:00,2013-12-31 00:00:00,14,7.142857143,0.0,65.49,0.0,1,0,1,Thursday,MAA
23509,3G48ZN,1,2013-12-17,2013-12-31 00:00:00,2013-12-31 00:00:00,9,55.55555556,11.11111111,40.2,0.0,1,1,0,Tuesday,DEL
23510,9JAF43,1,2013-12-31,2013-12-31 00:00:00,2013-12-31 00:00:00,10,70.0,0.0,40.02,0.0,1,0,1,Friday,MAA
23511,LZXRZN,1,2013-12-10,2014-01-02 00:00:00,2014-01-15 00:00:00,12,50.0,16.66666667,99.98,0.153846154,1,0,0,Tuesday,BLR
23512,XYXS84,1,2013-12-14,2014-01-02 00:00:00,2014-01-02 00:00:00,9,66.66666667,11.11111111,40.02,0.0,1,0,0,Friday,BOM
23513,PYC6SZ,1,2013-12-31,2013-12-31 00:00:00,2013-12-31 00:00:00,11,63.63636364,9.090909091,40.02,0.0,1,0,0,Friday,BOM
23514,YPGLNK,1,2013-12-31,2013-12-31 00:00:00,2013-12-31 00:00:00,11,0.0,0.0,31.0,0.0,1,0,0,Tuesday,MAA
23515,THP3TK,1,2013-12-31,2013-12-31 00:00:00,2013-12-31 00:00:00,14,0.0,0.0,35.02,0.0,1,0,0,Tuesday,BOM
23516,ZAMQFD,1,2013-12-31,2013-12-31 00:00:00,2013-12-31 00:00:00,10,40.0,10.0,29.0,0.0,1,0,0,Tuesday,MAA
23517,AWVRQ2,1,2013-12-31,2013-12-31 00:00:00,2014-01-15 00:00:00,14,50.0,35.71428571,26.84,0.133333333,1,0,0,Tuesday,MAA
23518,K5XX2L,1,2013-12-31,2013-12-31 00:00:00,2013-12-31 00:00:00,13,7.692307692,0.0,65.68,0.0,1,0,0,Thursday,BOM
23519,LMTKXA,1,2013-12-31,2013-12-31 00:00:00,2013-12-31 00:00:00,9,55.55555556,55.55555556,40.0,0.0,1,1,0,Saturday,BLR
23520,SZM2GY,1,2013-12-23,2013-12-31 00:00:00,2013-12-31 00:00:00,12,41.66666667,8.333333333,40.0,0.0,1,0,0,Friday,MAA
23521,RGWV35,1,2013-12-31,2013-12-31 00:00:00,2013-12-31 00:00:00,12,41.66666667,8.333333333,45.1,0.0,1,1,0,Wednesday,DEL
23522,WC89PP,1,2013-12-31,2013-12-31 00:00:00,2013-12-31 00:00:00,10,30.0,10.0,52.58,0.0,0,0,0,Monday,BOM
23523,TYMFVA,1,2013-12-31,2013-12-31 00:00:00,2013-12-31 00:00:00,11,0.0,0.0,31.0,0.0,1,0,0,Tuesday,MAA
23524,4CFLJU,1,2013-12-30,2013-12-31 00:00:00,2013-12-31 00:00:00,10,80.0,30.0,40.02,0.0,1,1,0,Tuesday,BOM
23525,DT956Q,1,2013-12-31,2013-12-31 00:00:00,2013-12-31 00:00:00,10,60.0,0.0,40.02,0.0,1,0,1,Friday,MAA
23526,7ABVMB,1,2014-01-01,2014-01-01 00:00:00,2014-01-01 00:00:00,11,18.18181818,9.090909091,40.02,0.0,1,0,0,Friday,BOM
23527,2JAP56,1,2014-01-01,2014-01-01 00:00:00,2014-01-15 00:00:00,16,25.0,6.25,37.94,0.214285714,1,1,0,Thursday,DEL
23528,79CTEJ,1,2014-01-01,2014-01-01 00:00:00,2014-01-01 00:00:00,15,46.66666667,13.33333333,50.17,0.0,1,0,0,Friday,DEL
23529,L2K5BW,1,2014-01-01,2014-01-01 00:00:00,2014-01-01 00:00:00,11,100.0,0.0,50.98,0.0,1,0,0,Thursday,DEL
23530,39WKYC,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,81.81818182,36.36363636,51.57,0.0,1,0,0,Friday,MAA
23531,C6KEGL,1,2014-01-01,2014-01-02 00:00:00,2014-01-16 00:00:00,14,85.71428571,50.0,54.14,0.142857143,1,1,0,Monday,BLR
23532,R8BJVY,1,2013-08-29,2013-09-11 00:00:00,2014-01-09 00:00:00,11,100.0,54.54545455,55.98,0.033333333,1,0,0,Thursday,DEL
23533,AVM3BD,1,2014-01-01,2014-01-01 00:00:00,2014-01-11 00:00:00,16,56.25,18.75,59.11,0.2,1,0,1,Thursday,MAA
23534,JM5AC7,1,2014-01-01,2014-01-01 00:00:00,2014-01-01 00:00:00,9,66.66666667,33.33333333,40.02,0.0,1,0,0,Tuesday,BOM
23535,GU6G5P,1,2014-01-01,2014-01-13 00:00:00,2014-01-13 00:00:00,16,25.0,0.0,76.09,0.0,1,0,0,Wednesday,BOM
23536,CXFYH9,1,2014-01-01,2014-01-01 00:00:00,2014-01-01 00:00:00,10,50.0,30.0,49.95,0.0,1,1,0,Friday,BOM
23537,GRV79Z,1,2014-01-01,2014-01-01 00:00:00,2014-01-01 00:00:00,10,80.0,0.0,40.02,0.0,1,0,1,Monday,MAA
23538,9UMDGB,1,2014-01-01,2014-01-01 00:00:00,2014-01-01 00:00:00,10,60.0,10.0,7.0,0.0,1,0,0,Thursday,MAA
23539,43CBQB,1,2014-01-01,2014-01-01 00:00:00,2014-01-01 00:00:00,16,6.25,6.25,47.58,0.0,1,0,0,Friday,MAA
23540,RP9HGU,1,2014-01-01,2014-01-01 00:00:00,2014-01-01 00:00:00,11,36.36363636,18.18181818,40.02,0.0,1,1,0,Wednesday,BOM
23541,TR2F57,1,2013-12-28,2014-01-01 00:00:00,2014-01-01 00:00:00,10,50.0,20.0,71.68,0.0,1,0,0,Friday,MAA
23542,5SBL7H,1,2013-12-31,2014-01-01 00:00:00,2014-01-01 00:00:00,10,100.0,30.0,40.02,0.0,1,1,0,Monday,BOM
23543,JTMLRK,1,2013-11-09,2014-01-01 00:00:00,2014-01-01 00:00:00,9,88.88888889,11.11111111,40.02,0.0,1,0,0,Friday,BOM
23544,9KG5ML,1,2014-01-01,2014-01-01 00:00:00,2014-01-13 00:00:00,12,83.33333333,25.0,60.03,0.166666667,1,0,1,Friday,MAA
23545,63V7GJ,1,2014-01-01,2014-01-01 00:00:00,2014-01-12 00:00:00,12,100.0,58.33333333,24.84,0.181818182,1,1,0,Monday,BOM
23546,FK862N,0,2014-01-01,2014-01-01 00:00:00,2014-01-01 00:00:00,8,50.0,12.5,67.5,0.0,1,0,0,Thursday,MAA
23547,4UCRYW,1,2014-01-01,2014-01-03 00:00:00,2014-01-03 00:00:00,11,72.72727273,27.27272727,53.18,0.0,1,0,0,Monday,BLR
23548,YKT727,1,2014-01-01,2014-01-01 00:00:00,2014-01-01 00:00:00,10,90.0,10.0,40.02,0.0,1,0,0,Wednesday,BOM
23549,ANXLYZ,1,2014-01-01,2014-01-01 00:00:00,2014-01-01 00:00:00,11,45.45454545,9.090909091,38.01,0.0,1,0,0,Monday,DEL
23550,EJ5BTP,1,2014-01-01,2014-01-02 00:00:00,2014-01-02 00:00:00,11,36.36363636,18.18181818,86.71,0.0,1,1,0,Tuesday,BOM
23551,2GXRTG,1,2014-01-01,2014-01-01 00:00:00,2014-01-01 00:00:00,11,45.45454545,9.090909091,45.92,0.0,1,0,0,Monday,BOM
23552,S37277,1,2014-01-01,2014-01-01 00:00:00,2014-01-01 00:00:00,12,58.33333333,16.66666667,40.0,0.0,1,1,1,Friday,MAA
23553,539ASE,1,2014-01-01,2014-01-01 00:00:00,2014-01-01 00:00:00,11,9.090909091,9.090909091,47.82,0.0,1,0,0,Monday,DEL
23554,X5BQDE,1,2014-01-01,2014-01-01 00:00:00,2014-01-01 00:00:00,12,0.0,0.0,40.0,0.0,1,0,0,Friday,MAA
23555,TJXV9D,1,2014-01-01,2014-01-01 00:00:00,2014-01-09 00:00:00,15,60.0,13.33333333,68.92,0.375,1,0,0,Friday,BOM
23556,8525EB,1,2014-01-01,2014-01-01 00:00:00,2014-01-01 00:00:00,12,16.66666667,0.0,40.02,0.0,1,0,1,Monday,MAA
23557,9QB32M,1,2014-01-01,2014-01-05 00:00:00,2014-01-05 00:00:00,13,61.53846154,38.46153846,50.58,0.0,1,0,0,Tuesday,BOM
23558,YXATNQ,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,36.36363636,18.18181818,40.0,0.0,1,1,1,Tuesday,MAA
23559,VCBLZB,1,2014-01-02,2014-01-02 00:00:00,2014-01-07 00:00:00,12,83.33333333,16.66666667,44.01,0.4,1,1,0,Friday,BOM
23560,RPDEEW,1,2013-11-23,2014-01-02 00:00:00,2014-01-02 00:00:00,5,100.0,40.0,40.02,0.0,1,1,0,Tuesday,DEL
23561,P7TYBJ,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,10,80.0,10.0,40.02,0.0,1,1,0,Friday,BOM
23562,KB3PV2,0,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,81.81818182,18.18181818,40.0,0.0,1,0,0,Friday,MAA
23563,R6CSRC,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,81.81818182,27.27272727,40.0,0.0,1,0,0,Monday,MAA
23564,4E8Y9D,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,4,50.0,0.0,40.02,0.0,1,0,0,Friday,DEL
23565,83PD25,1,2014-01-02,2014-01-07 00:00:00,2014-01-07 00:00:00,11,18.18181818,0.0,35.0,0.0,1,1,0,Wednesday,BLR
23566,Z2BAAQ,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,90.90909091,9.090909091,40.0,0.0,1,0,1,Saturday,MAA
23567,YYLRJZ,1,2014-01-02,2014-01-04 00:00:00,2014-01-12 00:00:00,9,88.88888889,44.44444444,51.58,0.25,1,0,0,Thursday,DEL
23568,8PFWBC,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,0.0,0.0,89.71,0.0,1,0,0,Friday,BOM
23569,NPHYJJ,1,2014-01-02,2014-01-12 00:00:00,2014-01-12 00:00:00,11,54.54545455,27.27272727,120.0,0.0,1,1,0,Monday,BLR
23570,8B97GD,1,2013-12-05,2014-01-02 00:00:00,2014-01-19 00:00:00,17,58.82352941,11.76470588,109.39,0.176470588,1,1,1,Friday,MAA
23571,9YEQPJ,1,2014-01-02,2014-01-02 00:00:00,2014-01-14 00:00:00,17,64.70588235,41.17647059,49.8,0.25,1,0,0,Monday,DEL
23572,Y69TED,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,18.18181818,0.0,161.61,0.0,1,1,0,Friday,BOM
23573,7SJKCG,1,2013-12-10,2014-01-02 00:00:00,2014-01-02 00:00:00,12,41.66666667,0.0,40.0,0.0,1,1,1,Friday,MAA
23574,VPKTAL,1,2014-01-02,2014-01-02 00:00:00,2014-01-04 00:00:00,7,57.14285714,28.57142857,45.78,1.0,0,1,0,Friday,DEL
23575,QLWCU6,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,36.36363636,27.27272727,35.02,0.0,1,0,0,Monday,MAA
23576,J8TMFY,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,9,77.77777778,11.11111111,40.02,0.0,1,0,0,Friday,BOM
23577,42DUJP,0,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,9,55.55555556,0.0,31.0,0.0,1,0,0,Thursday,MAA
23578,BRQ295,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,9.090909091,9.090909091,35.0,0.0,1,0,0,Friday,MAA
23579,7BXJAK,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,36.36363636,18.18181818,31.02,0.0,1,0,0,Thursday,DEL
23580,6Z394D,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,18.18181818,0.0,29.0,0.0,1,0,0,Thursday,MAA
23581,E2XCNW,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,9,55.55555556,33.33333333,40.0,0.0,1,1,0,Wednesday,BLR
23582,AVEBE8,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,10,60.0,0.0,35.0,0.0,1,0,0,Thursday,MAA
23583,39RXZZ,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,12,75.0,25.0,31.0,0.0,1,0,0,Thursday,MAA
23584,2B8WBR,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,10,70.0,40.0,29.0,0.0,1,0,0,Wednesday,MAA
23585,4TZ92N,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,10,50.0,0.0,31.0,0.0,1,0,0,Thursday,MAA
23586,9KF6S4,1,2014-01-02,2014-01-02 00:00:00,2014-01-13 00:00:00,13,100.0,53.84615385,42.37,0.181818182,1,0,0,Friday,BOM
23587,WPX2BL,1,2013-12-12,2014-01-02 00:00:00,2014-01-02 00:00:00,11,9.090909091,9.090909091,40.02,0.0,1,0,0,Friday,DEL
23588,DGLEYQ,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,9,77.77777778,44.44444444,47.19,0.0,1,0,0,Monday,BOM
23589,BXFL6V,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,54.54545455,36.36363636,31.0,0.0,1,0,0,Monday,MAA
23590,MCKCBX,1,2014-01-02,2014-01-02 00:00:00,2014-01-12 00:00:00,12,91.66666667,25.0,29.22,0.2,1,0,0,Tuesday,MAA
23591,72334X,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,12,58.33333333,25.0,90.92,0.0,1,0,0,Friday,DEL
23592,2ZLRJF,0,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,2,100.0,50.0,35.0,0.0,1,0,0,Wednesday,MAA
23593,Y6V3X8,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,14,28.57142857,14.28571429,29.0,0.0,1,0,0,Saturday,MAA
23594,TM9ZLK,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,12,16.66666667,8.333333333,35.0,0.0,1,0,0,Monday,MAA
23595,UT7H9C,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,27.27272727,9.090909091,35.0,0.0,1,0,0,Friday,MAA
23596,M5EDT8,1,2014-01-02,2014-01-05 00:00:00,2014-01-15 00:00:00,16,25.0,6.25,88.02,0.3,1,1,1,Thursday,MAA
23597,7QJ8QD,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,9,77.77777778,33.33333333,29.0,0.0,1,0,0,Saturday,MAA
23598,VLEEYP,1,2014-01-02,2014-01-04 00:00:00,2014-01-04 00:00:00,10,60.0,0.0,35.0,0.0,1,0,0,Tuesday,MAA
23599,GN6SU8,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,12,33.33333333,25.0,40.0,0.0,1,0,1,Friday,MAA
23600,EN2DXJ,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,10,70.0,40.0,31.0,0.0,1,0,0,Wednesday,MAA
23601,AFK6GE,1,2014-01-02,2014-01-02 00:00:00,2014-01-16 00:00:00,8,87.5,50.0,52.25,0.142857143,1,0,0,Saturday,BLR
23602,847TNY,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,9.090909091,0.0,35.0,0.0,1,0,0,Tuesday,MAA
23603,X2A5AD,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,54.54545455,45.45454545,35.0,0.0,1,0,0,Thursday,MAA
23604,HV67P2,1,2014-01-02,2014-01-02 00:00:00,2014-01-13 00:00:00,15,33.33333333,26.66666667,56.48,0.272727273,1,1,0,Tuesday,BOM
23605,SULCE9,1,2013-12-28,2014-01-02 00:00:00,2014-01-02 00:00:00,12,25.0,0.0,40.0,0.0,1,0,1,Friday,MAA
23606,XR4VSV,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,36.36363636,36.36363636,40.02,0.0,1,1,0,Thursday,BOM
23607,WACVDP,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,45.45454545,27.27272727,31.0,0.0,1,0,0,Thursday,MAA
23608,3GKNQN,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,45.45454545,0.0,52.02,0.0,1,0,0,Friday,DEL
23609,DS7WD8,1,2014-01-02,2014-01-02 00:00:00,2014-01-09 00:00:00,15,0.0,0.0,38.46,0.285714286,1,0,0,Thursday,DEL
23610,EKT844,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,12,25.0,25.0,59.0,0.0,1,0,0,Friday,BOM
23611,EDNSS5,1,2014-01-02,2014-01-02 00:00:00,2014-01-15 00:00:00,12,83.33333333,33.33333333,41.63,0.153846154,1,1,0,Thursday,MAA
23612,WKR35K,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,27.27272727,9.090909091,40.02,0.0,1,1,0,Friday,BOM
23613,SHAT2X,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,9,77.77777778,11.11111111,35.0,0.0,1,0,0,Thursday,MAA
23614,R7VJWQ,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,0.0,0.0,29.0,0.0,1,0,0,Monday,MAA
23615,TW84W5,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,18.18181818,9.090909091,29.0,0.0,1,0,0,Friday,MAA
23616,Q5ZUP4,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,13,23.07692308,15.38461538,35.0,0.0,1,0,0,Friday,MAA
23617,3GX854,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,9,44.44444444,44.44444444,29.0,0.0,1,0,0,Saturday,BLR
23618,7YERW7,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,100.0,27.27272727,29.0,0.0,1,0,0,Tuesday,MAA
23619,JJ2A5H,1,2014-01-02,2014-01-02 00:00:00,2014-01-19 00:00:00,19,68.42105263,31.57894737,41.76,0.294117647,1,1,0,Monday,BOM
23620,WJ7LQM,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,10,50.0,10.0,35.0,0.0,1,0,0,Friday,MAA
23621,JMGPPT,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,17,35.29411765,17.64705882,35.0,0.0,1,0,0,Saturday,BLR
23622,2T8DC2,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,10,90.0,20.0,99.16,0.0,1,0,0,Friday,BOM
23623,T7DB5P,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,12,16.66666667,0.0,40.0,0.0,1,0,1,Friday,MAA
23624,23ADCR,1,2014-01-02,2014-01-10 00:00:00,2014-01-10 00:00:00,12,50.0,16.66666667,40.0,0.0,1,0,0,Monday,MAA
23625,344RZV,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,10,40.0,20.0,31.0,0.0,1,0,0,Friday,MAA
23626,8FMJGR,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,18.18181818,0.0,40.02,0.0,1,1,0,Friday,BOM
23627,8GLRH6,1,2014-01-03,2014-01-03 00:00:00,2014-01-16 00:00:00,17,47.05882353,23.52941176,37.09,0.153846154,1,0,0,Friday,BOM
23628,F6ZLZP,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,12,66.66666667,16.66666667,40.0,0.0,1,0,0,Saturday,MAA
23629,G86LRK,1,2014-01-02,2014-01-16 00:00:00,2014-01-16 00:00:00,18,44.44444444,16.66666667,31.02,0.0,1,0,0,Friday,DEL
23630,8A5VFA,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,9,100.0,11.11111111,35.0,0.0,1,0,0,Saturday,MAA
23631,BAPASE,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,14,50.0,21.42857143,35.0,0.0,1,0,0,Friday,MAA
23632,F2GBXC,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,13,38.46153846,7.692307692,69.44,0.0,1,0,0,Friday,MAA
23633,P9CP38,1,2014-01-02,2014-01-03 00:00:00,2014-01-03 00:00:00,12,25.0,16.66666667,140.74,0.0,1,0,0,Monday,MAA
23634,SHWZFY,1,2014-01-02,2014-01-02 00:00:00,2014-01-18 00:00:00,14,92.85714286,42.85714286,69.52,0.1875,1,0,0,Tuesday,DEL
23635,LQE8GR,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,63.63636364,0.0,40.02,0.0,1,1,0,Friday,BOM
23636,6HUG3B,1,2013-11-01,2014-01-02 00:00:00,2014-01-02 00:00:00,12,33.33333333,16.66666667,40.0,0.0,1,0,0,Friday,MAA
23637,M6UVBJ,0,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,8,87.5,12.5,31.0,0.0,1,0,0,Thursday,MAA
23638,VQ5QGT,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,10,70.0,40.0,35.0,0.0,1,0,0,Thursday,BLR
23639,HNP48M,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,54.54545455,18.18181818,49.79,0.0,1,1,0,Friday,BOM
23640,VSZR4J,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,27.27272727,0.0,50.65,0.0,1,0,0,Monday,BOM
23641,9EHKBC,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,27.27272727,18.18181818,40.0,0.0,1,1,0,Friday,MAA
23642,FFHCNT,1,2014-01-02,2014-01-06 00:00:00,2014-01-06 00:00:00,8,100.0,37.5,46.6,0.0,1,0,0,Tuesday,BLR
23643,7F3SKX,1,2013-12-15,2014-01-02 00:00:00,2014-01-02 00:00:00,7,14.28571429,0.0,52.58,0.0,1,1,0,Friday,BOM
23644,NV3CQX,1,2014-01-02,2014-01-06 00:00:00,2014-01-06 00:00:00,14,42.85714286,14.28571429,38.46,0.0,1,1,0,Tuesday,BOM
23645,MCPEWN,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,10,40.0,10.0,58.97,0.0,1,0,0,Monday,BOM
23646,J5674T,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,54.54545455,18.18181818,40.0,0.0,1,0,1,Saturday,MAA
23647,3GSZRX,1,2013-12-09,2014-01-03 00:00:00,2014-01-03 00:00:00,11,100.0,36.36363636,50.03,0.0,1,0,0,Tuesday,BLR
23648,RURXGT,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,10,60.0,10.0,29.02,0.0,1,0,0,Saturday,MAA
23649,MMD457,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,10,70.0,0.0,31.02,0.0,1,0,0,Saturday,MAA
23650,WQ6C99,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,13,61.53846154,15.38461538,56.11,0.0,1,0,0,Monday,MAA
23651,J7JVLV,1,2014-01-02,2014-01-09 00:00:00,2014-01-16 00:00:00,13,30.76923077,30.76923077,175.48,0.285714286,1,0,0,Saturday,BLR
23652,UQL7KC,1,2014-01-02,2014-01-20 00:00:00,2014-01-20 00:00:00,5,40.0,20.0,40.02,0.0,1,1,0,Friday,BOM
23653,3TYJ4G,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,4,50.0,0.0,40.02,0.0,1,0,1,Friday,MAA
23654,DE447D,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,90.90909091,18.18181818,52.73,0.0,1,1,1,Saturday,BLR
23655,PD83DH,1,2014-01-02,2014-01-02 00:00:00,2014-01-02 00:00:00,11,63.63636364,9.090909091,40.02,0.0,1,1,1,Monday,BOM
23656,8Q9CXC,1,2014-01-03,2014-01-06 00:00:00,2014-01-19 00:00:00,13,15.38461538,0.0,38.46,0.153846154,1,1,1,Monday,MAA
23657,C3DYT2,1,2014-01-03,2014-01-03 00:00:00,2014-01-19 00:00:00,18,94.44444444,50.0,55.7,0.25,1,0,1,Monday,MAA
23658,C4CU9V,1,2014-01-03,2014-01-03 00:00:00,2014-01-19 00:00:00,18,0.0,0.0,50.61,0.1875,1,1,1,Monday,BLR
23659,SGU5AS,1,2013-12-31,2014-01-03 00:00:00,2014-01-03 00:00:00,12,50.0,16.66666667,68.19,0.0,1,0,0,Monday,MAA
23660,YDAPXM,0,2014-01-03,2014-01-03 00:00:00,2014-01-03 00:00:00,8,62.5,25.0,40.02,0.0,1,0,0,Monday,DEL
23661,2EYPQP,1,2014-01-03,2014-01-03 00:00:00,2014-01-03 00:00:00,11,63.63636364,0.0,40.02,0.0,1,0,1,Monday,MAA
23662,H4ZATZ,1,2014-01-03,2014-01-07 00:00:00,2014-01-07 00:00:00,9,55.55555556,0.0,63.3,0.0,1,0,1,Saturday,MAA
23663,LHXC3A,1,2014-01-03,2014-01-03 00:00:00,2014-01-03 00:00:00,12,33.33333333,0.0,40.02,0.0,1,0,1,Monday,MAA
23664,GZXTPB,1,2014-01-03,2014-01-03 00:00:00,2014-01-14 00:00:00,14,78.57142857,7.142857143,43.82,0.272727273,1,1,1,Thursday,BLR
23665,UK9HSM,1,2014-01-03,2014-01-03 00:00:00,2014-01-03 00:00:00,10,20.0,10.0,40.25,0.0,1,1,0,Monday,DEL
23666,V2BK7V,1,2014-01-03,2014-01-03 00:00:00,2014-01-14 00:00:00,11,100.0,36.36363636,44.26,0.181818182,1,1,1,Wednesday,MAA
23667,NY2UJ9,1,2014-01-03,2014-01-03 00:00:00,2014-01-03 00:00:00,11,18.18181818,18.18181818,40.0,0.0,1,1,0,Monday,BLR
23668,4UX97Y,1,2014-01-03,2014-01-03 00:00:00,2014-01-03 00:00:00,7,28.57142857,28.57142857,40.02,0.0,1,0,1,Friday,MAA
23669,ECSE5X,1,2014-01-03,2014-01-03 00:00:00,2014-01-03 00:00:00,11,45.45454545,18.18181818,40.02,0.0,1,0,0,Wednesday,MAA
23670,4488UD,1,2013-12-17,2014-01-03 00:00:00,2014-01-03 00:00:00,10,80.0,10.0,40.25,0.0,1,1,0,Wednesday,BOM
23671,SVTKBB,1,2014-01-03,2014-01-03 00:00:00,2014-01-03 00:00:00,12,41.66666667,16.66666667,31.0,0.0,1,0,0,Tuesday,MAA
23672,W5DSS8,1,2014-01-03,2014-01-03 00:00:00,2014-01-03 00:00:00,14,14.28571429,0.0,40.0,0.0,1,1,1,Monday,MAA
23673,4F6P72,1,2014-01-03,2014-01-03 00:00:00,2014-01-03 00:00:00,11,45.45454545,9.090909091,35.02,0.0,1,0,0,Thursday,MAA
23674,MNUMB7,1,2014-01-03,2014-01-03 00:00:00,2014-01-03 00:00:00,10,40.0,10.0,29.02,0.0,1,0,0,Monday,MAA
23675,5KL9F3,1,2014-01-03,2014-01-03 00:00:00,2014-01-03 00:00:00,14,35.71428571,28.57142857,78.57,0.0,1,0,0,Wednesday,DEL
23676,2VH26W,1,2014-01-03,2014-01-03 00:00:00,2014-01-03 00:00:00,5,40.0,0.0,40.02,0.0,1,0,0,Wednesday,BOM
23677,MRFDRL,1,2014-01-03,2014-01-03 00:00:00,2014-01-03 00:00:00,9,88.88888889,11.11111111,35.0,0.0,1,0,0,Tuesday,BOM
23678,KTQCZ2,1,2014-01-03,2014-01-03 00:00:00,2014-01-03 00:00:00,8,75.0,12.5,31.0,0.0,1,0,0,Thursday,MAA
23679,XDQ3TV,1,2014-01-03,2014-01-03 00:00:00,2014-01-10 00:00:00,11,36.36363636,27.27272727,38.58,0.285714286,1,0,0,Tuesday,BLR
